source,target,weight,typetrans,fraud
C909053762,M980657600,6.97,es_sportsandtoys,0
C1387070447,M1313686961,87.09,es_contents,0
C289617636,M1600850729,47.79,es_fashion,0
C698358493,M1823072687,26.91,es_transportation,0
C2064491438,M3697346,258.45,es_leisure,1
C445134555,M3697346,245.07,es_leisure,1
C1415453492,M45060432,91.92,es_hotelservices,0
C1871125244,M840466850,263.6,es_tech,0
C1986701933,M1600850729,32.62,es_fashion,0
C1225704566,M1600850729,29.99,es_fashion,0
C1124718683,M151143676,12.72,es_barsandrestaurants,0
C227356089,M1313686961,24.26,es_contents,0
C77415586,M1600850729,50.18,es_fashion,0
C868096672,M1842530320,252.7,es_tech,0
C1255149927,M1416436880,44.72,es_tech,0
C861930901,M1649169323,25.27,es_sportsandtoys,0
C1642125108,M209847108,101.78,es_wellnessandbeauty,0
C1510459992,M1946091778,32.59,es_wellnessandbeauty,0
C1134533551,M151143676,36.7,es_barsandrestaurants,0
C263489307,M85975013,75.84,es_food,0
C1729635847,M1913465890,99.62,es_health,0
C1288983259,M85975013,44.14,es_food,0
C879260717,M151143676,23.51,es_barsandrestaurants,0
C948004275,M1400236507,123.09,es_home,0
C1398865038,M349281107,40.46,es_fashion,0
C560478089,M209847108,38.27,es_wellnessandbeauty,0
C1560259762,M1053599405,27.28,es_health,0
C864252220,M85975013,39.66,es_food,0
C588841669,M1649169323,97.21,es_sportsandtoys,0
C1368210201,M1053599405,22.46,es_health,0
C1729776721,M1913465890,75.2,es_health,0
C2051369004,M1946091778,83.03,es_wellnessandbeauty,0
C47208933,M1823072687,42.28,es_transportation,0
C1555517201,M1888755466,126.62,es_otherservices,0
C1214828746,M855959430,39.95,es_hyper,0
C1656946498,M1053599405,280.04,es_health,0
C1187730955,M1352454843,142.84,es_hotelservices,0
C692102449,M85975013,20.77,es_food,0
C1992185297,M980657600,26.93,es_sportsandtoys,1
C755108533,M1946091778,6.53,es_wellnessandbeauty,0
C207575907,M17379832,219.59,es_sportsandtoys,0
C769941724,M78078399,28.86,es_wellnessandbeauty,0
C1642125108,M348934600,30.41,es_transportation,0
C495473039,M1888755466,268.74,es_otherservices,1
C255101565,M480139044,3.51,es_health,0
C810002129,M1748431652,152.05,es_wellnessandbeauty,0
C663226052,M85975013,42.95,es_food,0
C77415586,M1823072687,20.48,es_transportation,0
C1769927077,M1600850729,62.65,es_fashion,0
C996326258,M1600850729,75.35,es_fashion,0
C335592096,M1946091778,40.44,es_wellnessandbeauty,0
C706599076,M1535107174,1.47,es_wellnessandbeauty,0
C879260717,M348934600,45.05,es_transportation,0
C168310052,M1946091778,173.0,es_wellnessandbeauty,0
C1998442183,M349281107,143.62,es_fashion,0
C564489242,M1946091778,98.93,es_wellnessandbeauty,0
C869807132,M1913465890,14.48,es_health,0
C1827713539,M840466850,52.2,es_tech,0
C1022530210,M1873032707,740.18,es_hotelservices,1
C880450043,M1873032707,46.36,es_hotelservices,1
C1741615821,M97925176,102.02,es_wellnessandbeauty,0
C2049000934,M1913465890,28.1,es_health,0
C1396904959,M1946091778,4.61,es_wellnessandbeauty,0
C507179979,M1946091778,28.01,es_wellnessandbeauty,0
C813472343,M349281107,33.67,es_fashion,0
C1548142512,M1946091778,21.66,es_wellnessandbeauty,0
C2087230127,M1053599405,32.62,es_health,0
C2101882723,M1913465890,28.67,es_health,0
C1825851538,M1823072687,1.12,es_transportation,0
C306839491,M1842530320,47.2,es_tech,0
C180936571,M209847108,80.85,es_wellnessandbeauty,0
C53497422,M1400236507,152.93,es_home,0
C1178726445,M1946091778,32.26,es_wellnessandbeauty,0
C143836998,M1913465890,50.04,es_health,0
C843090653,M1913465890,275.12,es_health,0
C630302845,M1842530320,106.86,es_tech,0
C800967034,M349281107,183.25,es_fashion,0
C1582197917,M677738360,89.22,es_contents,0
C1296664552,M840466850,44.17,es_tech,0
C1202857292,M840466850,101.67,es_tech,0
C1321173882,M677738360,26.36,es_contents,0
C751887992,M732195782,6679.23,es_travel,1
C191366309,M151143676,20.04,es_barsandrestaurants,0
C2051369004,M1823072687,55.91,es_transportation,0
C1441133487,M85975013,24.9,es_food,0
C323996741,M349281107,12.94,es_fashion,0
C1066003783,M348875670,32.46,es_hotelservices,0
C905744010,M85975013,63.87,es_food,0
C285984841,M1416436880,48.46,es_tech,0
C1927346472,M732195782,1559.55,es_travel,0
C808326652,M1946091778,63.13,es_wellnessandbeauty,0
C1128965136,M1313686961,1.28,es_contents,0
C1778512686,M1352454843,19.18,es_hotelservices,0
C197798791,M1946091778,48.57,es_wellnessandbeauty,0
C929919235,M209847108,23.74,es_wellnessandbeauty,0
C337165520,M480139044,403.82,es_health,1
C1491844959,M1313686961,70.64,es_contents,0
C1943367280,M1913465890,53.17,es_health,0
C989321907,M1823072687,6.43,es_transportation,0
C445178285,M1842530320,309.03,es_tech,0
C1004109477,M840466850,168.21,es_tech,0
C892313955,M349281107,31.68,es_fashion,0
C529033504,M97925176,52.98,es_wellnessandbeauty,0
C1224222502,M85975013,4.8,es_food,0
C359668643,M85975013,2.53,es_food,0
C1769359992,M85975013,31.82,es_food,0
C5079947,M1913465890,141.03,es_health,0
C1271627744,M855959430,74.69,es_hyper,0
C475624028,M1946091778,44.3,es_wellnessandbeauty,0
C1798653291,M1053599405,83.27,es_health,0
C536412201,M980657600,358.37,es_sportsandtoys,1
C1344489848,M1823072687,5.53,es_transportation,0
C1072166767,M349281107,61.65,es_fashion,0
C71938921,M45060432,47.85,es_hotelservices,0
C1117403153,M3697346,333.16,es_leisure,1
C1038277619,M3697346,288.35,es_leisure,1
C1891401770,M1053599405,42.42,es_health,0
C788955662,M1649169323,70.07,es_sportsandtoys,0
C125481968,M349281107,41.97,es_fashion,0
C54550671,M2011752106,325.7,es_hotelservices,1
C864655240,M2011752106,649.38,es_hotelservices,1
C1355090926,M1053599405,105.32,es_health,0
C168710517,M480139044,21.84,es_health,1
C578309168,M480139044,324.72,es_health,1
C1233360048,M855959430,55.84,es_hyper,0
C1475799889,M1823072687,2.67,es_transportation,0
C1562081159,M692898500,39.61,es_health,0
C837031785,M980657600,553.33,es_sportsandtoys,1
C914488986,M349281107,92.49,es_fashion,0
C1214582637,M97925176,17.91,es_wellnessandbeauty,0
C1087227796,M677738360,8.72,es_contents,0
C1256072323,M349281107,15.68,es_fashion,0
C1282333137,M209847108,41.81,es_wellnessandbeauty,0
C2096367617,M1600850729,105.01,es_fashion,0
C438204842,M1053599405,6.34,es_health,0
C1148635270,M1872033263,165.72,es_home,0
C267284908,M1913465890,181.83,es_health,0
C2126657609,M692898500,44.98,es_health,0
C297432139,M1823072687,37.51,es_transportation,0
C1128349548,M1053599405,4.6,es_health,0
C814079066,M1913465890,67.95,es_health,0
C875900250,M933210764,15.09,es_sportsandtoys,0
C679458582,M349281107,2.71,es_fashion,0
C2136008441,M97925176,9.16,es_wellnessandbeauty,0
C1093842718,M97925176,57.51,es_wellnessandbeauty,0
C1667161948,M1823072687,3.45,es_transportation,0
C1952109278,M1946091778,2.33,es_wellnessandbeauty,0
C298317613,M85975013,28.41,es_food,0
C36546691,M45060432,230.42,es_hotelservices,0
C2100602051,M1313686961,29.4,es_contents,0
C909053762,M1198415165,15.62,es_wellnessandbeauty,0
C1420354861,M840466850,13.75,es_tech,0
C694265356,M1053599405,94.11,es_health,0
C743934970,M1053599405,193.58,es_health,0
C626467543,M151143676,71.36,es_barsandrestaurants,0
C1558803570,M85975013,69.72,es_food,0
C2113973089,M1649169323,16.47,es_sportsandtoys,0
C1338020899,M97925176,88.45,es_wellnessandbeauty,0
C918659260,M1053599405,6.85,es_health,0
C362857866,M1946091778,32.8,es_wellnessandbeauty,0
C1334045764,M78078399,136.96,es_wellnessandbeauty,0
C367052603,M923029380,7.74,es_home,0
C875900250,M480139044,445.85,es_health,1
C2033917877,M855959430,60.63,es_hyper,1
C1950237952,M1416436880,57.56,es_tech,0
C1496334304,M1913465890,63.07,es_health,0
C1945520078,M85975013,26.04,es_food,0
C96508773,M1600850729,68.21,es_fashion,0
C872043603,M151143676,97.55,es_barsandrestaurants,0
C183270065,M1823072687,32.98,es_transportation,0
C543938207,M855959430,4.76,es_hyper,0
C394488921,M480139044,630.7,es_health,1
C1882290962,M85975013,5.96,es_food,0
C454240137,M348934600,26.91,es_transportation,0
C954359387,M1600850729,103.27,es_fashion,0
C2070990530,M1913465890,77.27,es_health,0
C86186949,M855959430,51.03,es_hyper,0
C1575099263,M677738360,38.43,es_contents,0
C1361248894,M1352454843,20.55,es_hotelservices,0
C503433561,M1913465890,48.43,es_health,0
C897612698,M209847108,20.17,es_wellnessandbeauty,0
C2115344024,M1053599405,246.73,es_health,0
C2108669396,M1913465890,19.01,es_health,0
C1873446390,M480139044,77.53,es_health,0
C1821582093,M85975013,35.81,es_food,0
C2134043204,M480139044,29.38,es_health,0
C211657450,M151143676,69.9,es_barsandrestaurants,0
C896659218,M1741626453,466.76,es_sportsandtoys,1
C1744098311,M1053599405,120.99,es_health,0
C967956630,M1198415165,66.19,es_wellnessandbeauty,0
C1204046804,M1913465890,218.66,es_health,0
C399777042,M349281107,51.47,es_fashion,0
C1681589600,M1649169323,164.86,es_sportsandtoys,0
C1508373758,M1313686961,74.5,es_contents,0
C1292770722,M1946091778,58.7,es_wellnessandbeauty,0
C1567385001,M1913465890,84.17,es_health,0
C1986701933,M1823072687,46.81,es_transportation,0
C1701338775,M1600850729,139.64,es_fashion,0
C1266329800,M1600850729,47.47,es_fashion,0
C1944878458,M209847108,40.68,es_wellnessandbeauty,0
C776775180,M1842530320,64.42,es_tech,0
C114388565,M1823072687,39.25,es_transportation,0
C490238464,M349281107,58.52,es_fashion,0
C881776576,M1649169323,60.64,es_sportsandtoys,0
C1999090638,M1946091778,2.07,es_wellnessandbeauty,0
C99729647,M1600850729,131.39,es_fashion,0
C645521146,M855959430,10.16,es_hyper,0
C1739998964,M349281107,35.57,es_fashion,0
C138445718,M1913465890,108.68,es_health,0
C1091680547,M348934600,1.0,es_transportation,0
C601235628,M209847108,3.84,es_wellnessandbeauty,0
C1807153148,M1823072687,20.12,es_transportation,0
C481253497,M78078399,24.42,es_wellnessandbeauty,0
C1480367576,M1600850729,142.06,es_fashion,0
C1755124222,M677738360,13.36,es_contents,0
C1311947724,M1649169323,84.1,es_sportsandtoys,0
C1454826238,M17379832,54.93,es_sportsandtoys,1
C583110837,M17379832,649.99,es_sportsandtoys,1
C2014729870,M151143676,58.68,es_barsandrestaurants,0
C1600642825,M1053599405,54.2,es_health,0
C324498528,M1946091778,76.64,es_wellnessandbeauty,0
C1051712338,M840466850,83.41,es_tech,0
C439601438,M1946091778,112.27,es_wellnessandbeauty,0
C1338932459,M1946091778,3.58,es_wellnessandbeauty,0
C635603510,M1649169323,211.08,es_sportsandtoys,0
C282166299,M78078399,42.65,es_wellnessandbeauty,0
C131915922,M1400236507,331.75,es_home,0
C1689346810,M547558035,55.14,es_fashion,0
C1513653440,M1946091778,27.55,es_wellnessandbeauty,0
C1830336096,M855959430,86.65,es_hyper,0
C628112283,M1888755466,375.36,es_otherservices,1
C1194290880,M17379832,116.94,es_sportsandtoys,0
C379301962,M1313686961,88.75,es_contents,0
C2031701237,M923029380,106.97,es_home,0
C903333805,M1198415165,43.65,es_wellnessandbeauty,0
C179748485,M97925176,67.9,es_wellnessandbeauty,0
C1807259356,M1053599405,14.19,es_health,0
C1982277917,M348934600,25.25,es_transportation,0
C1695454092,M1053599405,116.52,es_health,0
C1233360048,M1535107174,121.7,es_wellnessandbeauty,0
C1171622243,M855959430,238.07,es_hyper,1
C639532055,M78078399,32.63,es_wellnessandbeauty,0
C1294166760,M1353266412,763.3,es_hotelservices,1
C1781953799,M1353266412,352.91,es_hotelservices,1
C1882101149,M840466850,124.84,es_tech,0
C1000148617,M209847108,54.33,es_wellnessandbeauty,0
C407219337,M1913465890,50.76,es_health,0
C1431806998,M349281107,75.19,es_fashion,0
C2100466386,M85975013,80.17,es_food,0
C1546820736,M1913465890,100.8,es_health,0
C1122303126,M1649169323,143.17,es_sportsandtoys,0
C799349963,M1400236507,228.64,es_home,0
C1951890364,M1053599405,27.28,es_health,0
C1453917071,M980657600,4.78,es_sportsandtoys,1
C1927346472,M547558035,168.34,es_fashion,0
C996326258,M1823072687,10.08,es_transportation,0
C1440340988,M1600850729,81.72,es_fashion,0
C417650106,M1872033263,159.17,es_home,0
C533940472,M1313686961,15.58,es_contents,0
C1135495199,M840466850,78.37,es_tech,0
C1686098746,M209847108,19.31,es_wellnessandbeauty,0
C1867566140,M1053599405,90.69,es_health,0
C918659260,M1353266412,77.93,es_hotelservices,0
C759940472,M1053599405,86.05,es_health,0
C194301248,M1535107174,16.42,es_wellnessandbeauty,0
C897612698,M348934600,8.39,es_transportation,0
C1420603517,M85975013,4.54,es_food,0
C1065812935,M980657600,85.92,es_sportsandtoys,0
C1617547021,M85975013,6.08,es_food,0
C120661238,M840466850,85.65,es_tech,0
C1239184141,M209847108,101.39,es_wellnessandbeauty,0
C1516302826,M78078399,34.94,es_wellnessandbeauty,0
C1523854098,M85975013,62.78,es_food,0
C1255643141,M85975013,2.18,es_food,0
C1148635270,M1823072687,74.98,es_transportation,0
C2130871815,M78078399,107.63,es_wellnessandbeauty,0
C1577104524,M840466850,135.76,es_tech,0
C500992269,M840466850,28.3,es_tech,0
C1499092508,M677738360,72.73,es_contents,0
C69317479,M1913465890,26.75,es_health,0
C1189224644,M480139044,381.16,es_health,1
C1586862598,M980657600,389.63,es_sportsandtoys,1
C253956131,M1600850729,89.14,es_fashion,0
C2037338028,M209847108,66.37,es_wellnessandbeauty,0
C232299558,M1053599405,66.33,es_health,0
C1955375790,M151143676,58.95,es_barsandrestaurants,0
C71938921,M85975013,69.66,es_food,0
C1307336396,M85975013,21.66,es_food,0
C1867566140,M980657600,368.7,es_sportsandtoys,1
C906611945,M980657600,374.06,es_sportsandtoys,1
C752612398,M151143676,12.95,es_barsandrestaurants,0
C731767226,M1946091778,12.14,es_wellnessandbeauty,0
C809005315,M151143676,40.44,es_barsandrestaurants,0
C1510459992,M1053599405,36.56,es_health,0
C1582197917,M1823072687,28.77,es_transportation,0
C630302845,M1823072687,10.34,es_transportation,0
C121713128,M349281107,38.56,es_fashion,0
C1954706477,M1946091778,43.39,es_wellnessandbeauty,0
C1905402681,M1913465890,21.05,es_health,0
C1022530210,M85975013,90.55,es_food,0
C2096367617,M1823072687,8.55,es_transportation,0
C2015203999,M1913465890,110.83,es_health,0
C416655198,M1913465890,142.31,es_health,0
C360122873,M1842530320,35.34,es_tech,0
C274747841,M85975013,23.3,es_food,0
C1886601622,M1600850729,27.37,es_fashion,0
C1171622243,M1600850729,27.57,es_fashion,0
C1846274338,M1913465890,177.8,es_health,0
C1911281701,M1842530320,54.43,es_tech,0
C1155259690,M980657600,4.74,es_sportsandtoys,0
C810002129,M855959430,39.53,es_hyper,0
C22920054,M1400236507,119.57,es_home,0
C150820973,M1198415165,255.71,es_wellnessandbeauty,1
C2039473569,M1053599405,8.56,es_health,0
C257664421,M151143676,74.03,es_barsandrestaurants,0
C1760492708,M1053599405,41.37,es_health,0
C2076671849,M1913465890,55.59,es_health,0
C546386486,M78078399,325.58,es_wellnessandbeauty,1
C245117318,M78078399,299.71,es_wellnessandbeauty,1
C592679392,M1400236507,381.73,es_home,0
C1452020181,M45060432,58.97,es_hotelservices,0
C1560904250,M2122776122,87.2,es_home,0
C278484907,M480139044,120.15,es_health,0
C1204046804,M855959430,71.15,es_hyper,0
C1434797923,M1053599405,54.28,es_health,0
C495652708,M1913465890,62.53,es_health,0
C59263760,M1888755466,11.53,es_otherservices,0
C158030246,M1535107174,176.12,es_wellnessandbeauty,0
C23049140,M78078399,14.88,es_wellnessandbeauty,0
C1798653291,M17379832,95.77,es_sportsandtoys,0
C1626218926,M78078399,107.73,es_wellnessandbeauty,0
C274387846,M1352454843,28.47,es_hotelservices,0
C546328029,M1053599405,181.62,es_health,0
C1370556911,M1946091778,8.85,es_wellnessandbeauty,0
C1121327223,M1400236507,47.46,es_home,0
C1271627744,M85975013,11.15,es_food,0
C725705195,M78078399,49.94,es_wellnessandbeauty,0
C1816813783,M85975013,32.87,es_food,0
C932908444,M2011752106,28.09,es_hotelservices,0
C23740594,M1600850729,96.29,es_fashion,0
C1080813886,M923029380,34.82,es_home,0
C1981764666,M1946091778,62.21,es_wellnessandbeauty,0
C47208933,M85975013,29.82,es_food,0
C1871125244,M85975013,47.28,es_food,0
C755615643,M1946091778,14.22,es_wellnessandbeauty,0
C1667161948,M1946091778,43.65,es_wellnessandbeauty,0
C236932311,M1535107174,120.07,es_wellnessandbeauty,0
C1401244511,M1198415165,58.46,es_wellnessandbeauty,0
C813128680,M1198415165,187.91,es_wellnessandbeauty,1
C1305161735,M1198415165,32.8,es_wellnessandbeauty,1
C230488939,M677738360,50.48,es_contents,0
C429242189,M840466850,34.13,es_tech,0
C44197733,M840466850,24.3,es_tech,0
C1629152705,M1913465890,30.92,es_health,0
C1342037956,M1913465890,51.19,es_health,0
C1762043633,M85975013,8.35,es_food,0
C1160118068,M1872033263,114.99,es_home,0
C1266329800,M1946091778,6.18,es_wellnessandbeauty,0
C1562537029,M85975013,84.29,es_food,0
C1031698099,M1313686961,46.87,es_contents,0
C1178726445,M348934600,37.71,es_transportation,0
C201406562,M1649169323,55.29,es_sportsandtoys,0
C1354799046,M857378720,203.72,es_hotelservices,1
C381007057,M857378720,716.39,es_hotelservices,1
C1838948302,M85975013,30.17,es_food,0
C655866157,M209847108,16.14,es_wellnessandbeauty,0
C1694165271,M1053599405,159.96,es_health,0
C750572020,M840466850,110.57,es_tech,0
C1949440316,M151143676,92.51,es_barsandrestaurants,0
C632643861,M1946091778,62.56,es_wellnessandbeauty,0
C1767839998,M1913465890,134.25,es_health,0
C1966364075,M692898500,131.86,es_health,0
C1610467120,M1946091778,25.71,es_wellnessandbeauty,0
C1255643141,M1353266412,395.65,es_hotelservices,1
C2051369004,M1353266412,1298.08,es_hotelservices,1
C1240560903,M209847108,35.57,es_wellnessandbeauty,0
C1921248691,M1600850729,51.96,es_fashion,0
C653835530,M85975013,58.05,es_food,0
C105013970,M117188757,40.13,es_home,0
C1288983259,M1823072687,13.33,es_transportation,0
C702798720,M1600850729,39.54,es_fashion,0
C430016376,M1946091778,1.49,es_wellnessandbeauty,0
C1092512638,M1913465890,161.8,es_health,0
C871962456,M349281107,50.51,es_fashion,0
C1432191075,M17379832,598.81,es_sportsandtoys,1
C975211427,M1913465890,129.18,es_health,0
C36546691,M348934600,16.44,es_transportation,0
C394469483,M1946091778,39.11,es_wellnessandbeauty,0
C306839491,M1823072687,33.82,es_transportation,0
C1101433185,M85975013,97.15,es_food,0
C199664659,M1842530320,14.16,es_tech,0
C900612785,M349281107,120.08,es_fashion,0
C1526367312,M692898500,39.62,es_health,0
C1450140987,M840466850,16.32,es_tech,1
C1731249040,M1946091778,76.76,es_wellnessandbeauty,0
C544997662,M78078399,124.19,es_wellnessandbeauty,0
C699081415,M1198415165,62.27,es_wellnessandbeauty,0
C1735726583,M1946091778,111.18,es_wellnessandbeauty,0
C77415586,M1946091778,114.43,es_wellnessandbeauty,0
C839245179,M1649169323,254.51,es_sportsandtoys,1
C1069648311,M1649169323,160.16,es_sportsandtoys,1
C1480367576,M1823072687,29.75,es_transportation,0
C439977323,M1748431652,3.55,es_wellnessandbeauty,0
C90085212,M78078399,15.8,es_wellnessandbeauty,0
C1048694975,M151143676,30.52,es_barsandrestaurants,0
C954359387,M1823072687,31.63,es_transportation,0
C747353905,M1400236507,71.95,es_home,0
C2018553540,M1053599405,39.28,es_health,0
C602544155,M78078399,87.36,es_wellnessandbeauty,0
C1520919939,M1053599405,73.16,es_health,0
C1465725042,M1649169323,43.6,es_sportsandtoys,0
C445178285,M1823072687,30.78,es_transportation,0
C114388565,M349281107,24.34,es_fashion,0
C1819552999,M1600850729,44.67,es_fashion,0
C259132706,M1053599405,120.05,es_health,0
C548185127,M1748431652,73.65,es_wellnessandbeauty,0
C1567385001,M1888755466,153.16,es_otherservices,0
C1134229140,M78078399,27.73,es_wellnessandbeauty,0
C1152356495,M45060432,119.05,es_hotelservices,0
C1775611696,M1053599405,123.85,es_health,0
C583110837,M692898500,43.02,es_health,0
C1452020181,M85975013,2.39,es_food,0
C1388933025,M50039827,243.05,es_health,0
C396866523,M85975013,13.99,es_food,0
C118437987,M349281107,26.6,es_fashion,0
C417650106,M1823072687,32.94,es_transportation,0
C1317710133,M349281107,35.72,es_fashion,0
C1689772812,M1313686961,41.16,es_contents,0
C1258211852,M1946091778,13.36,es_wellnessandbeauty,0
C69477057,M1946091778,20.72,es_wellnessandbeauty,0
C1108226372,M1053599405,306.7,es_health,0
C1004300450,M1913465890,125.66,es_health,0
C993553940,M1053599405,108.45,es_health,0
C1271627744,M1053599405,60.74,es_health,0
C1236489588,M1913465890,99.97,es_health,0
C272471718,M45060432,170.89,es_hotelservices,0
C1886601622,M1823072687,10.23,es_transportation,0
C1536083561,M840466850,28.11,es_tech,0
C1376957295,M840466850,69.98,es_tech,0
C1038996959,M1400236507,79.54,es_home,0
C1663056729,M692898500,60.91,es_health,0
C161733249,M547558035,11.87,es_fashion,0
C363287468,M349281107,158.96,es_fashion,0
C2095938989,M349281107,148.93,es_fashion,0
C1440340988,M1823072687,57.33,es_transportation,0
C1494778598,M1946091778,103.89,es_wellnessandbeauty,0
C144783459,M1600850729,114.51,es_fashion,0
C1367987964,M1913465890,27.81,es_health,0
C1798653291,M1313686961,50.74,es_contents,0
C409331076,M1913465890,214.21,es_health,0
C516824110,M923029380,95.5,es_home,0
C1911908507,M1913465890,187.49,es_health,0
C869807132,M1946091778,38.47,es_wellnessandbeauty,0
C1375316332,M1649169323,730.57,es_sportsandtoys,1
C1564636486,M1535107174,80.85,es_wellnessandbeauty,0
C327430270,M855959430,83.79,es_hyper,0
C1193582671,M78078399,118.8,es_wellnessandbeauty,0
C883419967,M85975013,47.63,es_food,0
C1873446390,M1741626453,22.27,es_sportsandtoys,0
C445178285,M85975013,33.85,es_food,0
C1233360048,M732195782,710.77,es_travel,1
C375459759,M732195782,1030.73,es_travel,1
C1079254393,M840466850,461.05,es_tech,1
C1647495093,M840466850,248.18,es_tech,1
C914488986,M1946091778,31.75,es_wellnessandbeauty,0
C1762043633,M1053599405,143.74,es_health,0
C1148635270,M85975013,27.68,es_food,0
C1949469724,M1946091778,75.99,es_wellnessandbeauty,0
C474891377,M1913465890,14.77,es_health,0
C1266329800,M1823072687,20.44,es_transportation,0
C454240137,M1649169323,126.32,es_sportsandtoys,0
C299357678,M1913465890,47.86,es_health,0
C306854291,M1600850729,116.34,es_fashion,0
C1881708420,M1416436880,14.28,es_tech,0
C1267365709,M1400236507,75.03,es_home,0
C1392385769,M78078399,57.26,es_wellnessandbeauty,0
C1263461120,M1053599405,29.8,es_health,0
C1691073795,M855959430,37.16,es_hyper,0
C809005315,M348934600,78.62,es_transportation,0
C804094956,M349281107,0.01,es_fashion,0
C1914083426,M85975013,44.11,es_food,0
C310751417,M78078399,84.93,es_wellnessandbeauty,0
C71938921,M1823072687,2.8,es_transportation,0
C1354206365,M1913465890,88.66,es_health,0
C483009385,M1600850729,19.0,es_fashion,0
C480975116,M1600850729,81.53,es_fashion,0
C150820973,M1053599405,133.34,es_health,0
C1903013338,M1873032707,471.95,es_hotelservices,1
C1269217373,M1873032707,253.16,es_hotelservices,1
C1986443469,M1888755466,116.66,es_otherservices,0
C1348847019,M1946091778,39.04,es_wellnessandbeauty,0
C210318225,M209847108,69.3,es_wellnessandbeauty,0
C1516949785,M151143676,34.86,es_barsandrestaurants,0
C1010936270,M97925176,63.78,es_wellnessandbeauty,0
C840928568,M349281107,175.42,es_fashion,0
C1214628974,M1400236507,120.31,es_home,0
C616715154,M1198415165,145.71,es_wellnessandbeauty,0
C106931168,M209847108,86.22,es_wellnessandbeauty,0
C810002129,M85975013,12.36,es_food,0
C1136643517,M1053599405,58.23,es_health,0
C1609197353,M85975013,22.08,es_food,0
C862267590,M1913465890,54.11,es_health,0
C1267444276,M1946091778,11.55,es_wellnessandbeauty,0
C52299933,M677738360,65.2,es_contents,0
C1648082819,M349281107,38.1,es_fashion,0
C1386324281,M45060432,174.09,es_hotelservices,0
C73726310,M732195782,3902.82,es_travel,1
C993027768,M732195782,2360.38,es_travel,1
C1239184141,M348934600,19.62,es_transportation,0
C1305161735,M3697346,252.2,es_leisure,1
C171977183,M78078399,51.07,es_wellnessandbeauty,0
C1209743372,M1913465890,133.93,es_health,0
C638917294,M78078399,59.12,es_wellnessandbeauty,0
C1203244235,M677738360,71.69,es_contents,0
C1117259261,M209847108,3.71,es_wellnessandbeauty,0
C990997956,M85975013,55.28,es_food,0
C1171622243,M1823072687,11.7,es_transportation,0
C849065220,M933210764,76.32,es_sportsandtoys,0
C2120153320,M980657600,363.36,es_sportsandtoys,1
C180936571,M151143676,41.91,es_barsandrestaurants,0
C1775611696,M1823072687,6.71,es_transportation,0
C207575907,M1416436880,241.54,es_tech,0
C15485686,M78078399,101.84,es_wellnessandbeauty,0
C200459252,M1913465890,101.93,es_health,0
C1487982242,M85975013,21.5,es_food,0
C692285338,M855959430,27.01,es_hyper,0
C2034859281,M1400236507,99.66,es_home,0
C114388565,M85975013,20.81,es_food,0
C253956131,M349281107,28.76,es_fashion,0
C1404684380,M1400236507,123.12,es_home,0
C1687751654,M1913465890,432.42,es_health,0
C1078316853,M85975013,43.71,es_food,0
C238162071,M1788569036,147.53,es_sportsandtoys,0
C951702775,M1913465890,134.87,es_health,0
C1334045764,M1649169323,40.62,es_sportsandtoys,0
C582022575,M1946091778,28.87,es_wellnessandbeauty,0
C1333401746,M1649169323,173.3,es_sportsandtoys,0
C1889984788,M1535107174,164.97,es_wellnessandbeauty,0
C2132909556,M1053599405,0.07,es_health,0
C300112558,M151143676,125.74,es_barsandrestaurants,0
C360122873,M1823072687,31.1,es_transportation,0
C1807452084,M85975013,25.55,es_food,0
C1414374774,M1053599405,34.8,es_health,0
C1240560903,M348934600,34.31,es_transportation,0
C551080865,M840466850,40.92,es_tech,0
C1896850232,M1416436880,26.32,es_tech,0
C276409392,M78078399,37.92,es_wellnessandbeauty,0
C1079965849,M1946091778,32.18,es_wellnessandbeauty,0
C1582152156,M677738360,14.86,es_contents,0
C278676105,M1053599405,38.19,es_health,0
C1651213581,M85975013,42.86,es_food,0
C617179674,M1946091778,38.05,es_wellnessandbeauty,0
C597641228,M1888755466,40.0,es_otherservices,0
C2087230127,M1946091778,51.88,es_wellnessandbeauty,0
C897057254,M1913465890,196.3,es_health,0
C1455309687,M85975013,61.12,es_food,0
C199664659,M1823072687,13.45,es_transportation,0
C333484923,M1913465890,164.76,es_health,0
C919751066,M1416436880,78.17,es_tech,0
C378899672,M349281107,20.52,es_fashion,0
C967790734,M349281107,101.31,es_fashion,0
C23992005,M1352454843,145.83,es_hotelservices,0
C95082443,M855959430,36.04,es_hyper,0
C440111595,M840466850,202.64,es_tech,0
C587299231,M85975013,31.34,es_food,0
C1023694383,M85975013,58.66,es_food,0
C1686098746,M348934600,32.14,es_transportation,0
C195373250,M840466850,574.75,es_tech,1
C1573211398,M840466850,981.26,es_tech,1
C929298953,M1600850729,57.15,es_fashion,0
C997029022,M50039827,44.26,es_health,0
C121798652,M45060432,54.79,es_hotelservices,0
C1189367947,M78078399,19.67,es_wellnessandbeauty,0
C539791425,M732195782,49.77,es_travel,0
C1095604325,M1600850729,19.0,es_fashion,0
C1309403692,M1053599405,136.06,es_health,0
C564489242,M855959430,19.2,es_hyper,0
C895105444,M45060432,208.35,es_hotelservices,0
C784763814,M85975013,91.43,es_food,0
C597641228,M732195782,2241.69,es_travel,1
C230488939,M1823072687,30.35,es_transportation,0
